Year,Motherboard_Model,CPU,GPU,RAM_GB,Storage_GB,Price_PHP
2021,Gigabyte B660M DS3H,Intel i9-12900K,RX 7900 XTX,64,2048,115104.64
2021,ASRock X570 Phantom,Intel i7-12700K,RX 7900 XTX,64,512,96980.24
2022,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RX 6700 XT,64,512,69092.8
2021,Gigabyte B660M DS3H,Intel i7-12700K,RX 7900 XTX,16,1024,75436.48
2023,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 4090,64,2048,159703.04
2022,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3060,16,512,36419.6
2020,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RTX 3080,64,2048,83758.64
2024,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3070,16,2048,60659.2
2020,Gigabyte B660M DS3H,Intel i5-11400F,RX 7900 XTX,32,512,62834.24
2024,ASRock X570 Phantom,AMD Ryzen 5 5600X,RX 7900 XTX,64,1024,104152.72
2021,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 4090,16,512,89097.12
2021,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 4090,16,1024,93624.72
2023,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 7900 XTX,16,512,86581.6
2020,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RX 6700 XT,32,2048,42202.72
2022,MSI MPG Z690 EDGE,Intel i7-12700K,RTX 4090,32,512,116172
2024,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 7900 XTX,32,1024,89439.28
2024,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RX 6700 XT,64,2048,86439.92
2020,ASRock X570 Phantom,Intel i5-11400F,RTX 4090,32,512,90293.28
2021,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 4090,64,512,123909.52
2024,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RX 7900 XTX,16,512,84465.92
2022,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3080,32,1024,58163.84
2021,Gigabyte B660M DS3H,Intel i9-12900K,RX 6700 XT,16,2048,54297.04
2024,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RX 7900 XTX,32,512,83978.16
2024,MSI MPG Z690 EDGE,Intel i7-12700K,RX 6700 XT,64,2048,81157.44
2021,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3080,32,512,55554.8
2021,ASRock X570 Phantom,AMD Ryzen 7 5800X,RX 7900 XTX,16,1024,69311.76
2020,ASUS ROG STRIX B550-F,Intel i9-12900K,RX 7900 XTX,64,2048,104092.24
2021,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3060,16,512,45207.68
2023,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 3060,64,2048,78179.36
2023,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RX 6700 XT,16,1024,47418.56
2024,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 3070,32,2048,58354.8
2021,MSI MPG Z690 EDGE,Intel i7-12700K,RTX 3070,64,512,70882.56
2023,MSI MAG B550 Tomahawk,Intel i9-12900K,RX 7900 XTX,32,1024,99268.96
2021,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3070,16,2048,56138.88
2022,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 4090,32,2048,116216.24
2020,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3070,16,2048,41116.32
2023,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 4090,16,2048,112957.6
2024,ASUS TUF Gaming B660M,Intel i7-12700K,RX 6700 XT,32,2048,65992.64
2024,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 3070,16,512,39537.12
2022,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3060,64,2048,70479.36
2024,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 3060,16,512,46527.6
2023,MSI MAG B550 Tomahawk,Intel i7-12700K,RX 7900 XTX,32,2048,94041.92
2024,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 3070,32,2048,66605.84
2024,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3060,32,1024,44978.08
2022,ASRock X570 Phantom,Intel i5-11400F,RTX 4090,64,512,118763.68
2022,MSI MPG Z690 EDGE,Intel i7-12700K,RTX 3060,64,1024,62812.4
2022,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RX 6700 XT,16,2048,39300.24
2021,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3060,64,2048,58996
2024,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RX 7900 XTX,64,2048,110320
2022,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 3080,32,2048,78244.88
2024,ASRock X570 Phantom,Intel i9-12900K,RTX 3070,64,2048,97137.04
2023,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 7900 XTX,32,1024,102305.28
2021,MSI MAG B550 Tomahawk,Intel i7-12700K,RX 7900 XTX,32,512,76380.08
2020,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 4090,64,512,116561.76
2021,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 4090,16,1024,93181.2
2022,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3070,16,2048,66847.76
2021,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3080,16,1024,67001.76
2022,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 3080,16,512,58718.8
2022,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RX 7900 XTX,64,2048,99997.52
2020,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3080,32,2048,67238.64
2023,MSI MPG Z690 EDGE,Intel i5-11400F,RX 7900 XTX,16,1024,69365.52
2021,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RX 6700 XT,32,1024,41877.92
2023,MSI MAG B550 Tomahawk,Intel i5-11400F,RX 6700 XT,32,2048,52480.96
2022,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3060,16,2048,50242.08
2022,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3070,32,512,42842.24
2022,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 6700 XT,16,2048,56663.04
2024,MSI MPG Z690 EDGE,Intel i7-12700K,RX 6700 XT,16,1024,48318.48
2022,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3080,32,512,62590.64
2023,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 4090,32,512,128027.2
2024,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3060,32,512,53688.88
2021,ASRock X570 Phantom,AMD Ryzen 5 5600X,RX 6700 XT,16,1024,38645.6
2024,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3080,32,2048,81106.48
2024,ASRock X570 Phantom,Intel i9-12900K,RTX 3070,16,2048,71519.84
2021,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3060,32,1024,59881.92
2024,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 3080,16,2048,59772.72
2024,Gigabyte B660M DS3H,Intel i9-12900K,RTX 4090,16,512,126724.08
2024,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3080,16,2048,83452.32
2022,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3080,16,512,54718.72
2022,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3080,32,2048,72933.28
2020,ASUS TUF Gaming B660M,Intel i7-12700K,RTX 3070,32,512,46645.2
2020,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RX 6700 XT,16,512,37277.52
2024,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3080,32,512,71189.44
2022,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3070,16,1024,50057.84
2024,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 4090,16,512,113845.2
2020,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3060,16,1024,45604.72
2020,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 4090,16,2048,99186.08
2024,ASRock X570 Phantom,AMD Ryzen 9 5950X,RX 7900 XTX,64,1024,120571.92
2024,Gigabyte B660M DS3H,Intel i9-12900K,RTX 3080,16,2048,83097.28
2024,ASRock X570 Phantom,AMD Ryzen 5 5600X,RX 6700 XT,16,512,39807.04
2023,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3080,64,2048,85016.96
2023,ASRock X570 Phantom,Intel i7-12700K,RTX 3070,16,2048,62535.76
2022,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3070,64,2048,74280.08
2022,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 4090,16,512,96700.24
2023,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 4090,32,512,130121.04
2022,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RX 6700 XT,16,2048,51097.76
2020,ASRock X570 Phantom,AMD Ryzen 9 5950X,RTX 3060,32,2048,57900.08
2020,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 4090,32,2048,113729.84
2023,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3070,64,512,74089.68
2023,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3080,16,2048,58326.8
2024,ASRock X570 Phantom,AMD Ryzen 5 5600X,RX 6700 XT,32,2048,51420.32
2021,ASRock X570 Phantom,AMD Ryzen 9 5950X,RX 7900 XTX,16,2048,88500.72
2024,ASUS TUF Gaming B660M,Intel i5-11400F,RX 6700 XT,64,1024,63007.28
2022,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 4090,16,1024,96680.64
2023,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3060,64,2048,77454.16
2023,ASRock X570 Phantom,AMD Ryzen 5 5600X,RX 7900 XTX,64,512,99898.96
2020,Gigabyte B660M DS3H,Intel i7-12700K,RX 6700 XT,64,512,62684.72
2021,ASUS TUF Gaming B660M,Intel i7-12700K,RTX 4090,64,1024,126291.2
2023,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 4090,16,512,111521.2
2022,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RX 7900 XTX,32,1024,88980.08
2022,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3060,64,2048,70762.72
2023,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 3060,32,2048,70687.12
2020,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RX 6700 XT,32,512,56131.04
2022,ASRock X570 Phantom,Intel i7-12700K,RTX 4090,64,2048,142168.32
2023,ASUS TUF Gaming B660M,Intel i9-12900K,RX 7900 XTX,32,1024,97776.56
2023,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3070,64,512,77041.44
2023,Gigabyte B660M DS3H,Intel i7-12700K,RX 6700 XT,32,1024,54981.36
2023,MSI MAG B550 Tomahawk,Intel i9-12900K,RX 7900 XTX,16,512,88449.76
2020,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 3060,16,2048,52433.36
2023,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 3070,16,512,38150.56
2023,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RX 6700 XT,32,2048,69112.4
2021,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 4090,64,1024,124208
2023,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3070,32,2048,68498.08
2020,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RX 7900 XTX,16,2048,64016.96
2024,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RX 6700 XT,64,1024,62540.8
2020,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 4090,64,1024,124097.12
2020,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 7900 XTX,16,512,66472
2024,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RX 6700 XT,16,2048,45663.52
2024,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 4090,64,2048,158956
2020,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RX 6700 XT,64,1024,73661.84
2024,ASRock X570 Phantom,Intel i9-12900K,RX 6700 XT,16,1024,57380.96
2023,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RX 6700 XT,64,1024,67781.28
2023,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 3080,16,512,68360.88
2024,ASRock X570 Phantom,Intel i9-12900K,RX 7900 XTX,64,1024,123872.56
2020,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 6700 XT,16,2048,38261.44
2020,MSI MPG Z690 EDGE,Intel i9-12900K,RX 7900 XTX,64,512,96290.88
2022,ASRock X570 Phantom,Intel i5-11400F,RTX 3070,64,512,64723.12
2022,ASRock X570 Phantom,Intel i7-12700K,RX 6700 XT,32,1024,52202.08
2022,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3060,64,512,70793.52
2024,ASUS ROG STRIX B550-F,Intel i7-12700K,RX 7900 XTX,32,1024,96136.32
2021,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3070,32,512,60564
2024,ASRock X570 Phantom,Intel i9-12900K,RTX 3060,16,2048,57882.72
2021,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 4090,16,2048,101819.2
2023,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3070,16,2048,72422
2022,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 3080,16,512,69853.28
2021,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 4090,32,1024,104777.68
2024,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 7900 XTX,64,1024,107228.24
2023,ASUS ROG STRIX B550-F,Intel i7-12700K,RX 6700 XT,32,512,56349.44
2022,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RX 7900 XTX,32,2048,84535.92
2020,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RX 7900 XTX,32,1024,77427.84
2024,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 3080,32,1024,81868.64
2020,ASRock X570 Phantom,AMD Ryzen 9 5950X,RX 6700 XT,32,1024,54586
2021,ASRock X570 Phantom,AMD Ryzen 9 5950X,RX 6700 XT,16,2048,56678.16
2022,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3070,32,2048,73044.72
2020,ASRock X570 Phantom,Intel i5-11400F,RTX 3060,16,1024,24324.16
2020,Gigabyte B660M DS3H,Intel i5-11400F,RX 7900 XTX,32,1024,67641.84
2021,ASUS ROG STRIX B550-F,Intel i9-12900K,RTX 3080,16,512,64041.6
2020,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3060,64,2048,53523.68
2021,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 3060,64,512,70697.76
2020,ASUS TUF Gaming B660M,Intel i7-12700K,RTX 4090,64,2048,128266.32
2024,ASRock X570 Phantom,Intel i5-11400F,RX 7900 XTX,16,1024,67280.64
2022,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3060,64,1024,73086.16
2022,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RX 7900 XTX,32,1024,96144.16
2021,MSI MAG B550 Tomahawk,Intel i9-12900K,RTX 3060,32,1024,49328.72
2022,ASRock X570 Phantom,Intel i9-12900K,RTX 3080,16,1024,70269.36
2020,ASUS ROG STRIX B550-F,Intel i7-12700K,RX 6700 XT,32,512,49400.4
2023,Gigabyte B660M DS3H,Intel i7-12700K,RX 6700 XT,32,512,55869.52
2024,ASRock X570 Phantom,Intel i5-11400F,RTX 4090,64,1024,137679.92
2020,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3060,64,2048,57895.04
2022,ASUS TUF Gaming B660M,Intel i5-11400F,RTX 4090,16,2048,104769.84
2020,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 4090,32,512,113577.52
2022,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3060,64,2048,68648.16
2023,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 4090,64,512,130583.04
2024,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 4090,64,1024,137191.04
2020,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3080,32,2048,68079.76
2022,Gigabyte B660M DS3H,Intel i5-11400F,RX 7900 XTX,64,512,89804.96
2022,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 3060,32,1024,55441.68
2021,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 3060,32,2048,51457.84
2021,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RTX 4090,16,2048,123424.56
2022,ASRock X570 Phantom,Intel i5-11400F,RX 7900 XTX,32,2048,82891.76
2021,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3070,16,2048,37735.6
2024,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 4090,16,2048,111268.64
2022,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 4090,16,512,109513.6
2022,ASRock X570 Phantom,Intel i9-12900K,RX 7900 XTX,16,1024,81207.84
2020,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RX 7900 XTX,64,1024,102548.88
2024,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 6700 XT,16,512,54308.8
2020,MSI MPG Z690 EDGE,Intel i7-12700K,RTX 4090,64,512,115424.96
2023,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3070,64,2048,75508.72
2021,MSI MAG B550 Tomahawk,Intel i7-12700K,RX 7900 XTX,16,1024,75172.72
2020,ASRock X570 Phantom,AMD Ryzen 7 5800X,RTX 3070,64,512,64322.16
2020,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RX 6700 XT,64,512,46287.36
2020,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3080,64,2048,74500.72
2023,MSI MAG B550 Tomahawk,Intel i5-11400F,RX 7900 XTX,64,2048,103912.48
2021,MSI MPG Z690 EDGE,Intel i7-12700K,RTX 3060,64,512,54768
2022,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3080,16,1024,49916.16
2021,MSI MPG Z690 EDGE,Intel i9-12900K,RX 6700 XT,16,1024,49544.88
2021,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 3070,16,2048,43515.36
2024,Gigabyte B660M DS3H,Intel i7-12700K,RTX 3060,32,512,49434
2020,ASRock X570 Phantom,Intel i7-12700K,RTX 3060,64,2048,60911.76
2024,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 7900 XTX,32,2048,95099.2
2021,Gigabyte B660M DS3H,Intel i7-12700K,RX 7900 XTX,32,2048,86282.56
2023,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3070,64,2048,85445.36
2020,ASRock X570 Phantom,Intel i7-12700K,RX 7900 XTX,32,2048,79862.16
2020,ASRock X570 Phantom,Intel i9-12900K,RTX 3080,32,512,66182.48
2024,ASUS TUF Gaming B660M,Intel i7-12700K,RTX 3060,64,512,66018.96
2024,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RX 6700 XT,16,1024,48081.6
2021,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 3070,16,512,38678.64
2023,Gigabyte B660M DS3H,Intel i7-12700K,RTX 3070,64,512,72826.32
2020,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3080,16,1024,57512
2022,ASUS ROG STRIX B550-F,AMD Ryzen 7 5800X,RTX 4090,16,512,111016.64
2020,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3070,16,1024,44092.16
2024,ASRock X570 Phantom,Intel i5-11400F,RTX 3070,64,1024,69726.72
2024,Gigabyte B660M DS3H,Intel i9-12900K,RTX 4090,16,2048,139516.16
2022,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3080,16,512,44900.24
2021,MSI MPG Z690 EDGE,AMD Ryzen 5 5600X,RTX 3070,32,512,49946.4
2020,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 4090,16,1024,101110.24
2021,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 4090,16,1024,102959.92
2022,ASRock X570 Phantom,AMD Ryzen 5 5600X,RX 7900 XTX,16,2048,80243.52
2022,ASRock X570 Phantom,Intel i7-12700K,RTX 3080,16,512,55863.92
2024,ASRock X570 Phantom,Intel i9-12900K,RTX 3070,16,1024,65797.76
2023,ASUS TUF Gaming B660M,Intel i7-12700K,RTX 3080,16,1024,64316.56
2024,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RX 6700 XT,16,2048,70540.96
2024,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 4090,64,1024,142649.92
2021,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 4090,32,512,102268.32
2023,ASRock X570 Phantom,Intel i7-12700K,RTX 3070,32,1024,59063.2
2024,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RTX 3070,64,512,81907.28
2023,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 4090,64,2048,135504.32
2020,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RTX 4090,32,2048,117858.72
2020,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 3070,16,2048,42700.56
2020,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RTX 4090,16,512,105566.16
2022,ASUS TUF Gaming B660M,Intel i7-12700K,RX 7900 XTX,16,512,74523.12
2023,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 3070,64,1024,84493.92
2024,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3060,32,1024,49482.16
2021,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3070,32,2048,56202.16
2023,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3060,64,512,74828.32
2023,MSI MAG B550 Tomahawk,Intel i9-12900K,RX 6700 XT,16,1024,51900.24
2023,ASUS TUF Gaming B660M,AMD Ryzen 9 5950X,RX 6700 XT,64,2048,92789.2
2021,ASUS TUF Gaming B660M,Intel i5-11400F,RX 6700 XT,32,2048,48340.88
2020,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3080,16,512,63983.36
2023,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RX 6700 XT,16,1024,40327.28
2022,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RX 6700 XT,64,512,76272
2024,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3070,32,512,57241.52
2024,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 4090,64,2048,172934.72
2021,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3080,32,1024,64845.2
2024,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RTX 3080,16,512,53852.4
2022,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 4090,64,2048,137126.64
2020,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 6700 XT,64,2048,80066.56
2022,MSI MPG Z690 EDGE,AMD Ryzen 7 5800X,RTX 3080,64,2048,93569.84
2020,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 3060,16,1024,33388.32
2021,MSI MPG Z690 EDGE,Intel i5-11400F,RTX 3060,16,1024,24326.4
2020,ASRock X570 Phantom,Intel i7-12700K,RTX 4090,16,512,99271.76
2024,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3080,32,2048,70692.72
2024,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RTX 3080,32,1024,68108.88
2020,MSI MAG B550 Tomahawk,Intel i7-12700K,RTX 3060,16,512,36504.16
2024,ASRock X570 Phantom,Intel i9-12900K,RTX 4090,64,1024,160915.44
2022,Gigabyte B660M DS3H,AMD Ryzen 7 5800X,RX 7900 XTX,64,2048,110246.64
2024,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RTX 3080,64,512,86653.28
2022,MSI MAG B550 Tomahawk,Intel i9-12900K,RTX 3070,32,1024,65374.96
2022,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3080,32,1024,66787.84
2021,ASRock X570 Phantom,Intel i7-12700K,RX 7900 XTX,64,1024,95145.12
2021,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RX 7900 XTX,64,512,100321.76
2021,MSI MAG B550 Tomahawk,Intel i5-11400F,RTX 3060,32,2048,45565.52
2021,ASRock X570 Phantom,Intel i9-12900K,RTX 3080,16,512,59469.2
2024,MSI MAG B550 Tomahawk,Intel i5-11400F,RX 7900 XTX,32,1024,81891.04
2021,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RX 6700 XT,16,2048,38511.76
2022,ASUS ROG STRIX B550-F,Intel i5-11400F,RTX 4090,32,512,105565.04
2023,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3060,64,2048,76277.04
2024,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RX 7900 XTX,32,1024,109166.4
2022,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RTX 3070,64,2048,90660.64
2023,MSI MPG Z690 EDGE,AMD Ryzen 9 5950X,RTX 3060,64,1024,79150.96
2020,ASRock X570 Phantom,AMD Ryzen 9 5950X,RX 6700 XT,16,1024,50426.88
2020,MSI MAG B550 Tomahawk,AMD Ryzen 7 5800X,RTX 3070,32,1024,51914.24
2020,ASUS TUF Gaming B660M,Intel i5-11400F,RX 6700 XT,64,512,55564.32
2024,MSI MPG Z690 EDGE,Intel i7-12700K,RTX 3080,16,512,65021.6
2020,ASUS TUF Gaming B660M,AMD Ryzen 5 5600X,RX 7900 XTX,64,512,85346.24
2024,ASRock X570 Phantom,Intel i7-12700K,RTX 4090,32,2048,139067.04
2024,MSI MPG Z690 EDGE,Intel i5-11400F,RX 7900 XTX,32,1024,85796.48
2021,Gigabyte B660M DS3H,AMD Ryzen 5 5600X,RTX 3080,32,1024,58436
2020,MSI MPG Z690 EDGE,Intel i9-12900K,RTX 3080,32,1024,66330.88
2024,MSI MPG Z690 EDGE,Intel i7-12700K,RX 7900 XTX,32,2048,101960.32
2023,MSI MAG B550 Tomahawk,Intel i9-12900K,RTX 3070,64,1024,86442.16
2023,ASUS TUF Gaming B660M,AMD Ryzen 7 5800X,RX 6700 XT,16,512,41753.6
2021,ASUS ROG STRIX B550-F,AMD Ryzen 5 5600X,RX 6700 XT,32,512,41261.92
2024,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3060,32,2048,49753.76
2022,Gigabyte B660M DS3H,Intel i7-12700K,RX 6700 XT,32,2048,58364.88
2024,ASUS ROG STRIX B550-F,Intel i7-12700K,RTX 3070,32,1024,65190.72
2024,Gigabyte B660M DS3H,Intel i5-11400F,RTX 3080,64,1024,88489.52
2023,Gigabyte B660M DS3H,AMD Ryzen 9 5950X,RTX 4090,16,512,124610.64
2020,ASUS TUF Gaming B660M,Intel i9-12900K,RTX 3080,64,2048,98188.16
2023,ASUS ROG STRIX B550-F,AMD Ryzen 9 5950X,RX 7900 XTX,32,1024,103107.76
2021,MSI MAG B550 Tomahawk,AMD Ryzen 9 5950X,RX 7900 XTX,16,512,75874.4
2020,ASRock X570 Phantom,AMD Ryzen 5 5600X,RTX 3060,64,2048,58309.44
2022,MSI MAG B550 Tomahawk,AMD Ryzen 5 5600X,RX 6700 XT,32,1024,45536.4
2023,ASRock X570 Phantom,Intel i5-11400F,RTX 3080,64,2048,89132.96
